Author,Comment,Time,Cleaned_Comment,Sentiment_Score,Sentiment_Label
@NehruNehru-j9j,"ingat umur aryanto, semoga tersegerahkan secepatnya aaamin",2 hari yang lalu,ingat umur aryanto moga gerah cepat aaamin,0,netral
@SAKIRINFITRI,"kalau banyak seperti bang ahkmad,, anak indonesia cerdas semua",1 hari yang lalu,banyak bang ahkmad anak indonesia cerdas semua,2,positif
@Speed_Punk,Ya kan junjungannya si listio si mulyono😂😂😂,2 hari yang lalu,kan junjung si listio si mulyono,0,netral
@sutomobkk9451,Penasehat polri inget sudah berumur.. Hati hati jujur lah bela yg benar,2 hari yang lalu,nasehat polri inget umur hati hati jujur lah bela benar,4,positif
@AdzrielDonuts,DIAAAAAAMMMMM,2 hari yang lalu,diaaaaaammmmm,0,netral
@DinaaaDina-m2r,Hhhhh betuuulll,1 jam yang lalu,hhhhh betuuulll,0,netral
@jefrisupriyadi5541,"Itu harus... Namanya ahli punya ilmu yang di tekuni se masa sekolah atau titel nya, titelnya dr, drs, kok menjadi ahli forensik digital itu sudah menyalahi aturan atau ahli abal abal",1 hari yang lalu,nama ahli punya ilmu tekun se sekolah titel nya titel dr drs kok jadi ahli forensik digital salah atur ahli abal abal,2,positif
@karman67okgamanharapanmasa63,"Jujur susah dinegeri ini hati yg merasa kn ,bgmna para pemimpin kita bohong g",1 hari yang lalu,jujur susah negeri hati rasa kn bgmna pimpin bohong g,0,netral
@ryoblu3sky5,"Jangan mewakili rakyat dong untuk masalah ini, saya pribadi ragu keaslian ijazah jokowi. Tapi saya gak rela masuk penjara. Buat saya gak penting ijazah jokowi asli atau palsu. Lebih penting pendidikan murah dan bisa diakses seluruh masyarakat & supremasi penegakan hukum.",2 hari yang lalu,jangan wakil rakyat masalah pribadi ragu asli ijazah jokowi rela masuk penjara buat penting ijazah jokowi asli palsu lebih penting didik murah akses seluruh masyarakat supremasi tega hukum,2,positif
@azmiputra9134,"Kami yang maksutnya keluwarga mu dan klompok"" sampah si penuduh gak pa"". Tapi saya gak ikut ya. 😂😂😂😂",1 hari yang lalu,maksutnya keluwarga mu klompok sampah si tuduh pa ikut,-1,negatif
@SupardienAndalas,"​ @azmiputra9134 dampak yg baik ikut, klo yg kira² merugikan ngacir 😂
Prinsip yg 👍😅",1 hari yang lalu,dampak baik ikut klo kira rugi ngacir prinsip,1,positif
@DeaikFormosa,"Masuk aj sana sdiri jgn ngajak"" rakyat Indonesia aku sih ogah😅",1 hari yang lalu,masuk aj sana sdiri jgn ngajak rakyat indonesia aku ogah,0,netral
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu,inti h t i f p i alir sesat,-1,negatif
@andrealifofficial,"​ @DeaikFormosa 
ini khusus yg cerdas dan berani aja..
yg bodoh & takut kehilangan beras jgn ikut !!",1 hari yang lalu,khusus cerdas berani bodoh takut hilang beras jgn ikut,-1,negatif
@ardisabila7886,Rakyat indonesia yg mana kak?😅,17 jam yang lalu,rakyat indonesia mana kak,0,netral
@blacklist4460,Memang rismon itu ahli???ahli apa???punya sertifikasi ahli???seorang ahli dinegara ini harus punya sertifikasi&diakui oleh negara..kalau sertifikasi saja ga punya tp ngaku ngaku ahli itu namanya stress,2 hari yang lalu,memang rismon ahliahli apapunya sertifikasi ahliseorang ahli negara punya sertifikasidiakui negarakalau sertifikasi punya tp ngaku ngaku ahli nama stress,2,positif
@Lusino-t5x,Masyarakat harus percaya  samawakil nya. Masyarakat rismon harus percaya sama rusmon. Masyarskat j yg percaya ijasa jokowi asli  harus percaya sama penga cara jokowi. Dan akhirnya bersatu percaya dgn hasil keputusan hakim  biar tidsk pecah belah,2 hari yang lalu,masyarakat percaya samawakil nya masyarakat rismon percaya rusmon masyarskat j percaya ijasa jokowi asli percaya penga cara jokowi akhir satu percaya dgn hasil putus hakim biar tidsk pecah belah,-3,negatif
@madkobar3384,Kalau ada dari dulu mungkin sudah ditunjukkan Bos.,2 hari yang lalu,dulu mungkin tunjuk bos,-1,negatif
@RoniTasela,Kalo di tunjukan ke masyarakat ya pasti ga bakalan ...?,2 hari yang lalu,tunjuk masyarakat bakal,0,netral
@aguswahyu9860,"Katanya sudah 1000% yakin palsu, ngapain merengek² ngemis minta ditunjukin sekarang? 😂😂😂
Kumpulin, siapin aja bukti²nya utk pengadilan nanti",2 hari yang lalu,kata yakin palsu ngapain rengek ngemis minta ditunjukin kumpulin siapin bukti utk adil,0,netral
@arifsatria5558,"Kok gak paham orang ini....orang targetnya jokowi, meskipun ditunjukkan pasti dicari kesalahan2nya... Mikir",1 hari yang lalu,kok paham orang iniorang target jokowi meski tunjuk cari salah mikir,-1,negatif
@chokydaddy,Harus Netral,1 hari yang lalu,netral,0,netral
@KeeyTeknisi,Sy rakyat kecil netral​ karna tidak kepentingan lain hanya perlupemimpin yg tidak bohongyg jelas pendidikannya tidak ijazahpalsu @chokydaddy ,1 hari yang lalu,sy rakyat kecil netral karna penting perlupemimpin bohongyg jelas didik ijazahpalsu,0,netral
@madkobar3384,​ @aguswahyu9860 biar 100.000% yakinnya karna walau ditunjukin juga tetap akan sama seperti yang beredar di setiap media itu yang fotonya bukan foto dia 😂😂😂,1 hari yang lalu,biar yakin karna ditunjukin tetap edar media foto bukan foto,2,positif
@mokhamatismailismail2465,Mungkin ijazahnya belum lahir lagi tunggu kehamilannya,1 hari yang lalu,mungkin ijazah lahir tunggu hamil,-1,negatif
@BOBAChanel-s1g,Kalau di tunjukan tidak akan berhenti mencari salah karena kalian pembenci akut🤣🫢,1 hari yang lalu,tunjuk henti cari salah kalian benci akut,-2,negatif
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu,inti h t i f p i alir sesat,-1,negatif
@yan98channel59,Diperlihatkan pun akan tetap begitu karena kalian para pembenci tidak akan menerima klw dibilang asli.,1 hari yang lalu,lihat tetap kalian benci terima klw bilang asli,2,positif
@ZULKARNAIN-qq4rl,"Kalau sudah di tunjukkan ijazahnya ke publik kira"" Roy cs bakalan percaya itu asli  ?",1 hari yang lalu,tunjuk ijazah publik kira roy cs bakal percaya asli,1,positif
@pujangga6628,Ahmad Khozinudin vs Dua projo 🔥,1 hari yang lalu,ahmad khozinudin vs projo,0,netral
@blacklist4460,Itu nanti dipengadilan bung.semua keterangan ahli akan diuji disana,2 hari yang lalu,adil bungsemua terang ahli uji sana,2,positif
@Shiranuy,Hakim jg bs di beli,2 hari yang lalu,hakim bs beli,0,netral
@blacklist4460,​ @Shiranuy km bisa beli????,2 hari yang lalu,km beli,0,netral
@trikmatematikamudah1740,​ @blacklist4460 yg nguji netrap gk ?? 😂😂😂,2 hari yang lalu,nguji netrap gk,0,netral
@blacklist4460,"​ @trikmatematikamudah1740 kalau pertnyaan seperti itu ngapain kemarin TPUA melaporkan jokowi atas dugaan ijazah palsu jokowi ke polisi????berarti TPUA percaya kepolisian tapi ga percaya hasil penyelidikan dr kepolisian..seorang ahli wajib mempunyai sertifikasi ahli yg dikeluarkan oleh lembaga negara,mereka sudah mempunyai integritas&netralitas  yg tak perlu lagi dipertanyakan.beda dengan rismon&roy suryo mereka ngaku ahli tp tak bersertifikasi",2 hari yang lalu,pertnyaan ngapain kemarin tpua lapor jokowi atas duga ijazah palsu jokowi polisiberarti tpua percaya polisi percaya hasil lidi dr kepolisianseorang ahli wajib punya sertifikasi ahli keluar lembaga negaramereka punya integritasnetralitas tak perlu dipertanyakanbeda rismonroy suryo ngaku ahli tp tak sertifikasi,0,netral
@trikmatematikamudah1740,​ @blacklist4460 la trus lapor dukun ??? Punya keahlian harus disertifikatkan kemana ??? Apa harus disertifikatkan ke Pramuka ??? 😂😂😂,1 hari yang lalu,la trus lapor dukun punya ahli sertifikat apa sertifikat pramuka,0,netral
@blacklist4460,"​ @trikmatematikamudah1740 kalau mereka ahli harusnya paham..kalau anda pasti ga paham,bukan bidang anda",1 hari yang lalu,ahli harus pahamkalau pahambukan bidang,1,positif
@trikmatematikamudah1740,​ @blacklist4460 harusnya kejanggalan itu dijawab bukan difreming. Pertanyaan apa jawabanya apa 😂😂😂 sy malah lebih paham sebelum Bang Roy koar2,1 hari yang lalu,harus janggal jawab bukan difreming tanya apa jawabanya apa sy lebih paham bang roy koar,-1,negatif
@blacklist4460,"​ @trikmatematikamudah1740 kalau dr awal tanyanya baik baik ga bakalan seperti ini,dari awal saja sudah ngegas nuduh ijazahnya palsu,saya saja sebagai rakyat jelata kalau langsung dituduh seperti itu pasti ga terima,apalagi Jokowi mantan presiden 2 periode",1 hari yang lalu,dr awal tanya baik baik bakal inidari awal ngegas nuduh ijazah palsusaya rakyat jelata langsung tuduh terimaapalagi jokowi mantan presiden periode,2,positif
@trikmatematikamudah1740,"​ @blacklist4460 tinggal di uji karbon bareng antara dua kubu. Slese 100% bertele cari tertimoni. 10 th kl permasahkan ijazah tangkap. Sy trmasuk pendukung mulyono. Tp menerima kebenaran. No ribet no ruwet 😂😂😂
Kl km pgn tau ijazahku no ruwet lgsg tes ahli. Asli kok tersinggung kan anehhh😂😂😂",1 hari yang lalu,tinggal uji karbon bareng kubu slese tele cari tertimoni th kl permasahkan ijazah tangkap sy trmasuk dukung mulyono tp terima benar no ribet no ruwet kl km pgn ijazah no ruwet lgsg tes ahli asli kok singgung kan anehhh,4,positif
@blacklist4460,"​ @trikmatematikamudah1740 ga nyambung kalau diuji ke 2 kubu..TPUA saja lapornya kepolisian,yg berhak menguji adalah kepolisian&hasilnya sudah final asli.ini negara hukum boss semua ada aturanya jadi TPUA jangan seenak jidat membuat aturan sendiri sesuai kemauan mereka.lapor ke polisi tp ga percaya hasilnya..pelapornya saja dipanggil untuk klarifikasi malah menghilang ditelan bumi😂😂😂😂",1 hari yang lalu,nyambung uji kubutpua lapor kepolisianyg hak uji kepolisianhasilnya final asliini negara hukum boss semua aturanya tpua jangan enak jidat buat atur sendiri sesuai mau merekalapor polisi tp percaya hasilnyapelapornya panggil klarifikasi hilang tel bumi,2,positif
@trikmatematikamudah1740,"​​ @blacklist4460 Kl lapor Damkar ya salah. Memang sulit mencari keadilan di KONOHA 😂😂😂
Sy berharap  DAMKAR DIBERI KEWENANGAN DALAM ANDIL MENEGAKKAN KEADILAN. 😂😂😂😂",8 jam yang lalu (diedit),kl lapor damkar salah memang sulit cari adil konoha sy harap damkar beri wenang andil tegak adil,-1,negatif
@arifwahyudi7182,Sabar bossss... Biar waktu yg jwb yaaaa. Tunggu di pengadilan.....,2 hari yang lalu,sabar bossss biar waktu jwb yaaaa tunggu adil,0,netral
@AldyYanto-z9m,Pretttt,2 hari yang lalu,pretttt,0,netral
@StefaniWijaya01,Looo yg phng,2 hari yang lalu,looo phng,0,netral
@KangwanWan-m4n,Panci gayung yg mau yg mau,2 hari yang lalu,panci gayung,-1,negatif
@FirdaFarda-e5w,Bongjar jg bpjs km  katnya palsu😂😂😂,2 hari yang lalu,bongjar bpjs km katnya palsu,-1,negatif
@bakaraduchannel854,Diaaaa.aam!😂,1 hari yang lalu,diaaaaaam,0,netral
@poranghitamgedongcitro1068,Yang tobat kalian brooo here,1 hari yang lalu,tobat kalian brooo here,0,netral
@mulyadiboche4602,Mana bisa tobat .ini kan Umatnya Nabi PSI 😅,1 hari yang lalu,mana tobat kan umat nabi psi,0,netral
@sundaSmart-s4h,Aryanto Sepertinya hati nuraninya sudah tertutup dg amplop,1 hari yang lalu,aryanto seperti hati nurani tutup dg amplop,2,positif
@alexsander12a3,Amiennnnnn.. Cari duit buat anaknya 😂😂😂😂😂😂semoga berkah pak😂😂😂😂😂dari uang judol😂😂😂,1 hari yang lalu,amiennnnnn cari duit buat anak moga berkah pakdari uang judol,0,netral
@maheldimaheldi1423,"Kami  patut meragukan ijazah pak Jokowi ,karna terlalu rumit",1 hari yang lalu,patut ragu ijazah pak jokowi karna terlalu rumit,-2,negatif
@manusiamerdeka148,"KALO HANYA KETERANGAN LEMBAGA PENDIDIKAN / SEKOLAH menyatakan asli , tanpa penelusuran proses sampai ijazah tersebut bisa keluar dan uji forensik , kalo begitu caranya yg ingin ijazah asli, nggak perlu sekolah melalui proses akademik, cukup membayar rektor atau kepala sekolah bisa dapat ijazah asli.",2 hari yang lalu (diedit),terang lembaga didik sekolah nyata asli telusur proses ijazah sebut keluar uji forensik cara ijazah asli perlu sekolah lalu proses akademik cukup bayar rektor kepala sekolah ijazah asli,1,positif
@musthofiddiaz9746,"Orang kayak gini koq bisa jadi penasehat polri? Dari pernyataan2nya, dia kurang rasionalitas, minim ilmu dan attitude kurang baik.",1 hari yang lalu,orang koq nasehat polri nyata kurang rasionalitas minim ilmu attitude kurang baik,-1,negatif
@NadihGolep,"ngga perlu orang ahli ,,,hanya perlu orang orang jujur ,dan orang orang waras ,",3 menit yang lalu,ngga perlu orang ahli perlu orang orang jujur orang orang waras,0,netral
@hanifa2176,buktikan asli nya dulu,2 hari yang lalu,bukti asli nya dulu,1,positif
@RofikPatrang,Hanya Ada Di Negeri Konoha Dengan Satu Orang Jokowi Bisa Merusak Institusi Lembaga Bikin Gaduh Seluruh Rakyat...!!!,2 hari yang lalu,negeri konoha satu orang jokowi rusak institusi lembaga bikin gaduh seluruh rakyat,-1,negatif
@achmadshidiq6149,Mendengarkan stetement pembela Jokowi perut serasa mau montah...muak mendengarnya....takutlah pada yg mahakuasa pemilik keadilan yg sesungguhnya...,1 hari yang lalu,dengar stetement bela jokowi perut serasa montahmuak mendengarnyatakutlah mahakuasa milik adil sungguh,1,positif
@jamridilusman2531,Semoga ALLAH SWT menghadir kan org2 yg jujur amanah dan iklas...jika kebenaran tdk ditemuk di dunia ini maka di akhirat pasti akan di temukan...❤❤❤❤❤,1 hari yang lalu,moga allah swt hadir kan org jujur amanah iklasjika benar tdk tuk dunia akhirat temu,3,positif
@aguslutfianto6244,Pak Arianto itu pantasnya sebagai pengacara jokowi bukan sebagai ahli.,1 hari yang lalu,pak arianto pantas acara jokowi bukan ahli,2,positif
@AinunHasanah-ox6bs,"2 LG.1:ahli kejujuran
          2:ahli kebihongan",2 hari yang lalu,lgahli jujur ahli kebihongan,2,positif
@kamzah3925,"7 Ahli dilibatkan utk memutar balik pakta dalam rangka kriminalisasi Roy Suryo Cs. Pertanyaannya adalah: Apakah Bareskrim Polri buta sehingga tidak bisa melihat bahwa ijasah jokowi itu berbeda photo nya dgn orangnya, itu jelas photo yg ada pada ijazah itu bukan photo jokowi tapi photo orang lain. 
Apakah polisi juga ikut serta menutup nutupi hingga memutar balik pakta?",2 hari yang lalu,ahli libat utk putar balik pakta rangka kriminalisasi roy suryo cs tanya bareskrim polri buta lihat ijasah jokowi beda photo nya dgn orang jelas photo ijazah bukan photo jokowi photo orang polisi ikut tutup nutupi hingga putar balik pakta,0,netral
@MyIskan,Semoga yg berbohong beserta para pendukung kebohongan itu semuanya mendapatkan azab Allah kecuali yg segera bertobat.,21 menit yang lalu (diedit),moga bohong serta dukung bohong semua dapat azab allah segera tobat,-1,negatif
@MulYadi-h5e,Yang membela kebohongan kebohongan Penipuan penipuan dosanya dan balasan laknatnya  sama dengan pelakunya  semoga ahli ahli nya tidak condong pada uang yang bayar bayak...,1 hari yang lalu,bela bohong bohong tipu tipu dosa balas laknat laku moga ahli ahli nya condong uang bayar bayak,-3,negatif
@anggawidyatmoko7786,Bang Rifai mantap. Santun dan berdasarkan ilmu Hukum,1 hari yang lalu,bang rifai santun dasar ilmu hukum,0,netral
@suwitosujarwo9975,"sebaiknya yang di tuduh  ijazah nya palsu, mustinya yang membutikan yang di tuduh jadi ngga ruwet",2 hari yang lalu,baik tuduh ijazah nya palsu mustinya butik tuduh ngga ruwet,0,netral
@VivoPertama-m2r,"Mantap bang ahmad bicaranya, mencerahkan orang mudah untuk memahami problem",2 hari yang lalu,bang ahmad bicara cerah orang mudah paham problem,2,positif
@BB.KING007,"WADUH BANG AHMAD KHONUDIN DIKEROYOK DG GENG SOLO...MUDAH""AN DITAMBAH KEKUATANNYA DARI ALLOH",2 hari yang lalu,waduh bang ahmad khonudin keroyok dg geng solomudahan tambah kuat alloh,0,netral
@zarnuzi5157,Ijazah blum jelas asli...kok orang dituduh fitnah?...hadehhhhh,2 hari yang lalu,ijazah blum jelas aslikok orang tuduh fitnahhadehhhhh,0,netral
@Jomblon,"7 saksi ahli tp jangan yg masuk angin ya Pak,",1 hari yang lalu,saksi ahli tp jangan masuk angin pak,1,positif
@amsaay1903,"P.Jokowi Sdikitpun Tak Punya Sifat Negarawan.
Kalaupun memang Izajah itu ada ?. Tinggal tunjuk kan dan pasti semua selesai. Tanpa Harus adu domba rakyat dan juga sampai penjarakan Rakyat.",2 hari yang lalu,pjokowi sdikitpun tak punya sifat negarawan kalaupun memang izajah tinggal tunjuk kan semua selesai adu domba rakyat penjara rakyat,-1,negatif
@bntarkm,"Ijazah yang didapat tanpa proses akademik yang seharusnya itu dikatakan ijazah illegal, tapi ijazah itu asli.",1 hari yang lalu,ijazah dapat proses akademik kata ijazah illegal ijazah asli,1,positif
@senrisan_drums,kok sama yg yg saya pikirkan asli sih asli cm prosesnya dan menerbitkan nya yg bermasalah menurut saya.makanya dibutuhkan uji forensik dan akan lebih baik jika di hadirkan saksi ahli dari luar negeri yang mempunyai sertifikasi.jadi simpang siur ini tidak terjadi.,1 hari yang lalu (diedit),kok pikir asli asli proses terbit nya masalah sayamakanya butuh uji forensik lebih baik hadir saksi ahli luar negeri punya sertifikasijadi simpang siur jadi,3,positif
@poranghitamgedongcitro1068,Taeeekkk,1 hari yang lalu,taeeekkk,0,netral
@kristianto7665,kamu aj yg gantii .becus gak,1 hari yang lalu,kamu aj ganti becus,0,netral
@BOBAChanel-s1g,Ndasmu kui 😂,1 hari yang lalu,ndasmu kui,0,netral
@DenDen100,Panas kalungan kulkas 😅,1 hari yang lalu,panas kalung kulkas,0,netral
@kfdini3171,My thoughts exactly,1 hari yang lalu,my thoughts exactly,0,netral
@BreySpot,Mantan hti dan fpi nie orang.😂,1 hari yang lalu,mantan hti fpi nie orang,0,netral
@rendyr2640,"Pantas polri bnyak yg oknum😂, Penasehat nya saja sprti itu.",1 hari yang lalu,pantas polri bnyak oknum nasehat nya sprti,1,positif
@hasanhusein63,"Diaaammm😅😅😅😅
Padahal udah tua bukannya jujur siarianto
Biar tenang hari tuanya",1 hari yang lalu,diaaammm padahal tua bukan jujur siarianto biar tenang hari tua,2,positif
@AbuCuan-c2t,Penasehat kapolri rasa termul🤣,1 hari yang lalu,nasehat kapolri rasa termul,0,netral
@surantobsc9414,Betul klo asli baru tuntut balik. Mudah sekali. Ini kan belum diputuskan Pangadilan,2 hari yang lalu,betul klo asli baru tuntut balik mudah sekali kan putus pangadilan,1,positif
@blacklist4460,​ @surantobsc9414 yg menuduh saja tidak bisa membuktikan kok malah yg tertuduh harus membuktikan..logikamu salah bung,2 hari yang lalu,tuduh bukti kok tuduh membuktikanlogikamu salah bung,-1,negatif
@blacklist4460,"Kamu dilaporkan ke polisi karna km dituduh maling,siapa yg harus membuktikan?????",2 hari yang lalu,kamu lapor polisi karna km tuduh malingsiapa bukti,0,netral
@amarofficial9244,"​ @blacklist4460  yg tertuduh itu pejabat publik bos, wajar aja identitasnya bisa di akses atau di pertanyakan publik, anda sebaiknya sarapan dulu kayaknya anda belum sarapan",2 hari yang lalu,tuduh jabat publik bos wajar identitas akses tanya publik baik sarap dulu kayak sarap,1,positif
@puguh5107,"Lah lu asli ny aj gak tau tp udah bilang palsu.,",2 hari yang lalu,lah lu asli ny aj tp bilang palsu,0,netral
@amarofficial9244,​ @puguh5107 lah dia aja gak mau nunjukin aslinya😂,2 hari yang lalu,lah nunjukin asli,1,positif
@mahmudzuhri8651,"Perasaanmu aja itu, gak ada yg gaduh kok",2 hari yang lalu,asa gaduh kok,0,netral
@Iwan12-wd8zo,Kubu abah,2 hari yang lalu,kubu abah,0,netral
@mahmudzuhri8651,"Iyo kali, buktinya orang beraktifitas seperti biasa",2 hari yang lalu,iyo kali bukti orang beraktifitas biasa,-1,negatif
@Lusino-t5x,Hanya dinegri  konoha yg bikin ribut  hanya masalah ijasa.,2 hari yang lalu,dinegri konoha bikin ribut masalah ijasa,-2,negatif
@ansoriundyt4757,Ahli yg jujur ..jangan ahli ngibul seperti yg punya ijazah,2 hari yang lalu,ahli jujur jangan ahli ngibul punya ijazah,3,positif
@mahmudzuhri8651,"UGM dah bilang asli, UGM yg mengeluarkan, kok kita pula gak percaya, dimana logika berfikirnya",2 hari yang lalu,ugm bilang asli ugm keluar kok percaya logika berfikirnya,0,netral
@blacklist4460,"Yg gaduh itu rakyat HTI,FPI&anak abah karna sebentar lagi Rismon cs masuk penjara",2 hari yang lalu,gaduh rakyat htifpianak abah karna sebentar rismon cs masuk penjara,-1,negatif
